title,price,year,mileage,brand,condition,bids,seller_score,reviews_count,link_type,status
2020 Honda Civic LX,15999.0,2020,81994,Honda,Pre-Owned,,0%,0,,Active
2016 Mazda 3 TOURING,11995.0,2016,97795,Mazda,Pre-Owned,,0%,0,,Active
2018 Kia Optima EX,10500.0,2018,96064,Kia,Pre-Owned,,0%,0,,Active
1974 Mercedes-Benz 115 240 D,16500.0,1974,94864,Mercedes-Benz,Pre-Owned,,98.8%,629,,Active
1988 BMW M3,138995.0,1988,516,BMW,Pre-Owned,,100%,394,,Active
2019 Impala Premiere 4DR SEDAN,13995.0,2019,117657,Chevrolet,Pre-Owned,,100%,1600,,Active
1936 Chevrolet Master,39000.0,1936,38293,Chevrolet,Pre-Owned,,98.8%,629,,Active
2018 Mercedes-Benz S-Class S 560 4MATIC Sedan 4D,35995.0,2018,79300,Mercedes-Benz,Pre-Owned,,0%,88,,Active
2024 BMW 530i xDrive 530i xDrive,41999.0,2024,905,BMW,Pre-Owned,,0%,0,,Active
2008 Volvo S60 2.5T,9800.0,2008,90624,Volvo,Pre-Owned,,95.7%,968,,Active
2022 Dodge Charger SXT,14995.0,2022,114093,Dodge,Pre-Owned,,0%,0,,Active
2022 Other Makes Air Grand Touring Performance,95999.0,2022,28000,,Pre-Owned,,100%,5,,Active
2025 Mazda Mazda3 2.5 S Preferred Package,21260.0,2025,16457,Mazda,Pre-Owned,,100%,649,,Active
1937 Chevrolet Master Deluxe Sedan Restomod,31995.0,1937,170405,Chevrolet,Pre-Owned,,97.3%,591,,Active
2023 Dodge Charger SXT,17995.0,2023,51762,Dodge,Pre-Owned,,0%,0,,Active
2018 Lexus ES 350,21750.0,2018,77662,Lexus,Pre-Owned,,0%,0,,Active
2013 Buick Regal,4500.0,2013,106337,Buick,Pre-Owned,,100%,1200,,Active
2018 Mercedes-Benz Mercedes-Maybach S-Class S 650 Sedan 4D,77985.0,2018,28679,Mercedes-Benz,Pre-Owned,,99.8%,1400,,Active
2024 Acura Integra 1.5T Hatchback Sedan 4D,20994.0,2024,8842,Acura,Pre-Owned,,100%,1600,,Active
"1983 Cadillac DeVille Fully Stock, Tilt/Telescopic Steering, PS, PW, A/C",9500.0,1983,68126,Cadillac,Pre-Owned,,100%,575,,Active
1954 Oldsmobile Rocket 88,37000.0,1954,83468,Oldsmobile,Pre-Owned,,98.8%,629,,Active
2020 Audi A6 Quattro 45 TFSI PremiumPlus,20985.0,2020,67436,Audi,Pre-Owned,,0%,0,,Active
2017 Honda Civic EX,13995.0,2017,124809,Honda,Pre-Owned,,0%,0,,Active
2015 Honda Civic LX,8695.0,2015,141855,Honda,Pre-Owned,,0%,0,,Active
2017 BMW 530i xDrive 530i xDrive,11499.0,2017,104082,BMW,Pre-Owned,,0%,0,,Active
2020 BMW M340i xDrive M340i xDrive,34885.0,2020,57752,BMW,Pre-Owned,,0%,0,,Active
1993 Buick Roadmaster Limited 4 Door Sedan,8900.0,1993,94262,Buick,Pre-Owned,,0%,32,,Active
2015 BMW 328i xDrive 328i xDrive,7995.0,2015,105252,BMW,Pre-Owned,,0%,0,,Active
2017 Audi A4 Premium,11995.0,2017,98477,Audi,Pre-Owned,,0%,0,,Active
2019 Hyundai Sonata SE,9499.0,2019,97684,Hyundai,Pre-Owned,,0%,0,,Active
2025 Kia K4 EX,25055.0,2025,2,Kia,Brand New,,97.4%,304,,Active
2015 BMW M3,32500.0,2015,92681,BMW,Pre-Owned,,100%,1200,,Active
1963 Ford Galaxie,63000.0,1963,34956,Ford,Pre-Owned,,98.8%,629,,Active
2021 Nissan Versa SV,10500.0,2021,51122,Nissan,Pre-Owned,,0%,0,,Active
2019 Audi A4 Premium,15145.0,2019,82988,Audi,Pre-Owned,,0%,0,,Active
1938 Ford Tudor Sedan,25995.0,1938,64193,Ford,Pre-Owned,,97.3%,591,,Active
2025 BMW M235 xDrive Gran Coupe M235i xDrive,47226.0,2025,169,BMW,Pre-Owned,,100%,1,,Active
2014 Ford Fusion SE,7499.0,2014,88464,Ford,Pre-Owned,,0%,0,,Active
2022 Nissan Altima 2.5 SV,13900.0,2022,41611,Nissan,Pre-Owned,,0%,0,,Active
2012 Mazda Mazda3 i Touring,2400.0,2012,101413,Mazda,Pre-Owned,,90.9%,12500,,Active
"2024 BMW 2-Series xDrive Gran Coupe, M SPORT PKG, HEATED FRONT SEATS",31900.0,2024,37320,BMW,Pre-Owned,,99.6%,970,,Active
2018 Toyota Camry LE,14495.0,2018,100191,Toyota,Pre-Owned,,0%,0,,Active
1958 Chevrolet Bel Air/150/210,39995.0,1958,758,Chevrolet,Pre-Owned,,97.3%,591,,Active
1966 Plymouth Fury III,12995.0,1966,38561,Plymouth,Pre-Owned,,97.3%,591,,Active
1953 Buick Super 50 Series Riviera 4 Door Sedan,17900.0,1953,76900,Buick,Pre-Owned,,0%,32,,Active
2025 Toyota Corolla LE,19750.0,2025,20970,Toyota,Pre-Owned,,0%,0,,Active
2025 BMW 2 Series 228 xDrive Gran Coupe,37158.0,2025,19556,BMW,Pre-Owned,,0%,78,,Active
2025 Toyota Camry XSE,32995.0,2025,15145,Toyota,Pre-Owned,,100%,649,,Active
2018 Hyundai Sonata SE,17100.0,2018,74589,Hyundai,Pre-Owned,,0%,0,,Active
2020 Toyota Corolla LE,14250.0,2020,47020,Toyota,Pre-Owned,,0%,0,,Active
2017 BMW 530i xDrive 530i xDrive,20595.0,2017,34148,BMW,Pre-Owned,,0%,0,,Active
2017 Dodge Charger SXT,6900.0,2017,94416,Dodge,Pre-Owned,,90.9%,12500,,Active
New Listing2024 Volkswagen Jetta S,17995.0,2024,28099,Volkswagen,Pre-Owned,,0%,0,,Active
2025 Honda Civic Sport,27800.0,2025,5,Honda,Brand New,,0%,0,,Active
2023 Lucid Air Touring Sedan 4D,47999.0,2023,27185,,Pre-Owned,,99.8%,1400,,Active
2015 Audi A4 Premium,12250.0,2015,70200,Audi,Pre-Owned,,0%,0,,Active
1977 Cadillac DeVille,16995.0,1977,47027,Cadillac,Pre-Owned,,100%,216,,Active
2023 Subaru WRX Premium,27400.0,2023,30571,Subaru,Pre-Owned,,100%,649,,Active
2018 Audi A3 Quattro PremiumPlus,13995.0,2018,100499,Audi,Pre-Owned,,0%,0,,Active
1947 Chevrolet Sedan Delivery,27995.0,1947,20872,Chevrolet,Pre-Owned,,100%,12,,Active
2019 Maserati Quattroporte S GranLusso,18900.0,2019,77892,Maserati,Pre-Owned,,0%,0,,Active
2022 Mercedes-Benz S-Class S 500 4MATIC Sedan 4D,58999.0,2022,38763,Mercedes-Benz,Pre-Owned,,99.8%,1400,,Active
2017 Audi S6 4.0T Premium Plus,29995.0,2017,76199,Audi,Pre-Owned,,100%,708,,Active
2020 Dodge Charger SXT,14995.0,2020,55798,Dodge,Pre-Owned,,0%,0,,Active
2024 Toyota Corolla LE,17077.0,2024,44381,Toyota,Pre-Owned,,0%,0,,Active
2014 Impala LT 4DR SEDAN,11995.0,2014,90861,Chevrolet,Pre-Owned,,100%,1600,,Active
2018 Hyundai Sonata SEL,10495.0,2018,119630,Hyundai,Pre-Owned,,0%,0,,Active
2018 Chrysler 300 Touring,13999.0,2018,93196,Chrysler,Pre-Owned,,0%,0,,Active
2016 Ford Focus SE,5995.0,2016,124165,Ford,Pre-Owned,,0%,0,,Active
2020 Karma Revero GT Hybrid Sedan ONLY 3400 Miles! STUNNING Color Co,59800.0,2020,3510,,Pre-Owned,,100%,1600,,Active
2020 Kia Forte GT,9999.0,2020,93277,Kia,Pre-Owned,,0%,0,,Active
2018 Chevrolet Sonic Premier,6570.0,2018,129850,Chevrolet,Pre-Owned,,0%,0,,Active
1963 Ford Galaxie,10000.0,1963,69000,Ford,Pre-Owned,,93.8%,32,,Active
1955 Ford Fairlane,51000.0,1955,77038,Ford,Pre-Owned,,98.8%,629,,Active
2013 Nissan Altima 2.5 SL,5495.0,2013,149550,Nissan,Pre-Owned,,0%,0,,Active
2018 Toyota Camry LE,15899.0,2018,88223,Toyota,Pre-Owned,,0%,0,,Active
2017 Honda Civic Si,15499.0,2017,106255,Honda,Pre-Owned,,0%,0,,Active
2017 Honda Civic LX,10487.0,2017,131923,Honda,Pre-Owned,,0%,0,,Active
2018 Mazda 3 Touring,14995.0,2018,24459,Mazda,Pre-Owned,,0%,0,,Active
2006 Lincoln Town Car SIGNATURE,4700.0,2006,160553,Lincoln,Pre-Owned,,100%,1200,,Active
2023 Honda Civic EX,23488.0,2023,39952,Honda,Pre-Owned,,0%,0,,Active
2009 Cadillac CTS-V Pano Roof Carfax Certified Extremely Nice Fast Car,37950.0,2009,66029,Cadillac,Pre-Owned,,100%,1100,,Active
2005 Cadillac CTS Base,2995.0,2005,96653,Cadillac,Pre-Owned,,0%,0,,Active
2020 BMW 330i xDrive 330i xDrive,15995.0,2020,107073,BMW,Pre-Owned,,0%,0,,Active
2022 Mercedes-Benz S500 S 500,64950.0,2022,33435,Mercedes-Benz,Pre-Owned,,0%,0,,Active
2024 Toyota Camry SE,19995.0,2024,53368,Toyota,Pre-Owned,,0%,0,,Active
2011 Toyota Avalon Base,9999.0,2011,146688,Toyota,Pre-Owned,,0%,0,,Active
2023 BMW M3 Sedan Executive Pkg LED's Parking Assist 6-Speed M,73880.0,2023,32150,BMW,Pre-Owned,,100%,2900,,Active
1986 Mercedes-Benz 400-Series 1986 MERCEDES-BENZ 420SEL/ 1 OWNER CA CAR,7500.0,1986,149570,Mercedes-Benz,Pre-Owned,,100%,575,,Active
2025 Honda Civic LX,21487.0,2025,30335,Honda,Pre-Owned,,0%,0,,Active
2018 Toyota Camry LE,13299.0,2018,107566,Toyota,Pre-Owned,,0%,0,,Active
2014 Mercedes-Benz E-Class,9800.0,2014,53040,Mercedes-Benz,Pre-Owned,,90.9%,12500,,Active
2020 Chrysler 300 300S,15750.0,2020,107378,Chrysler,Pre-Owned,,0%,0,,Active
2022 Toyota Corolla LE,16012.0,2022,61230,Toyota,Pre-Owned,,0%,0,,Active
2015 Audi A3 Quattro 2.0T quattro Premium Plus AWD 4dr Sedan,10999.0,2015,112183,Audi,Pre-Owned,,100%,1200,,Active
New Listing2018 Acura TLX ADVANCE,15995.0,2018,126816,Acura,Pre-Owned,,0%,0,,Active
2010 Nissan Sentra SL,2695.0,2010,178250,Nissan,Pre-Owned,,0%,0,,Active
1951 Oldsmobile Eighty-Eight Rocket,19500.0,1951,30513,Oldsmobile,Pre-Owned,,98.8%,629,,Active
1928 Packard 6-33 Sedan Limo,47000.0,1928,540,Packard,Pre-Owned,,98.8%,629,,Active
2016 Mercedes-Benz E350 E 350,11990.0,2016,103846,Mercedes-Benz,Pre-Owned,,0%,0,,Active
2018 Honda Accord EX,9999.0,2018,121866,Honda,Pre-Owned,,0%,0,,Active
2019 Volkswagen Golf SportWagen 1.4T SE Automatic,18500.0,2019,69621,Volkswagen,Pre-Owned,,100%,1100,,Active
2021 Hyundai Sonata SEL,16995.0,2021,24377,Hyundai,Pre-Owned,,0%,0,,Active
"1997 Mercedes-Benz 300 TD W210 Chassis, Smooth 5-Speed Auto, Well-Maintained",14500.0,1997,105000,Mercedes-Benz,Pre-Owned,,100%,575,,Active
2018 Subaru WRX Premium,21995.0,2018,55127,Subaru,Pre-Owned,,100%,708,,Active
2022 Hyundai Sonata SEL,25999.0,2022,29167,Hyundai,Pre-Owned,,0%,0,,Active
2023 BMW M340i xDrive M340i xDrive,54777.0,2023,13071,BMW,Pre-Owned,,0%,0,,Active
2019 Honda Accord Sport,20988.0,2019,71908,Honda,Pre-Owned,,0%,141,,Active
1958 Ford Fairlane Town Victoria,21495.0,1958,50585,Ford,Pre-Owned,,100%,12,,Active
2012 Jaguar XJ Portfolio $79K MSRP,13995.0,2012,65387,Jaguar,Pre-Owned,,100%,3800,,Active
2017 Ford Fusion Sport,18900.0,2017,51824,Ford,Pre-Owned,,0%,0,,Active
2014 Subaru Impreza 2.0i Premium,11880.0,2014,76187,Subaru,Pre-Owned,,100%,338,,Active
"1960 Cadillac Series 62 Iconic Tailfins, Strong Running V8, Black/Black",33000.0,1960,123000,Cadillac,Pre-Owned,,100%,575,,Active
2023 Hyundai Elantra N N Sedan 4D,27295.0,2023,40761,Hyundai,Pre-Owned,,0%,398,,Active
2023 Dodge Charger GT,20495.0,2023,52290,Dodge,Pre-Owned,,0%,0,,Active
2025 Kia K4 LXS,23975.0,2025,2,Kia,Brand New,,97.4%,304,,Active
"1951 Mercury Eight Restored, Flathead V8, Merc-O-Matic, Dual Exhaust, Lowered",39000.0,1951,25000,Mercury,Pre-Owned,,100%,575,,Active
2018 BMW 540i xDrive 540i xDrive,28980.0,2018,57531,BMW,Pre-Owned,,0%,0,,Active
2020 Honda Civic Sport,25188.0,2020,20268,Honda,Pre-Owned,,0%,0,,Active
2018 Mazda 3 Touring,15499.0,2018,85437,Mazda,Pre-Owned,,0%,0,,Active
2021 Tesla Model 3 Performance,23250.0,2021,84150,Tesla,Pre-Owned,,100%,649,,Active
1951 Hudson Hornet,32900.0,1951,64898,Hudson,Pre-Owned,,97.9%,2700,,Active
2017 BMW 540i xDrive 540i xDrive,16999.0,2017,93420,BMW,Pre-Owned,,0%,0,,Active
2022 Toyota Corolla LE,16499.0,2022,70482,Toyota,Pre-Owned,,0%,0,,Active
1937 Chevrolet Master Deluxe StreetRod,38995.0,1937,955,Chevrolet,Pre-Owned,,97.3%,591,,Active
2018 Mercedes-Benz E-Class E400,19995.0,2018,84695,Mercedes-Benz,Pre-Owned,,100%,468,,Active
2020 Honda Accord Sport,21880.0,2020,65698,Honda,Pre-Owned,,0%,242,,Active
2017 Kia Forte LX,7995.0,2017,76920,Kia,Pre-Owned,,0%,0,,Active
2018 Rolls-Royce Ghost,149877.0,2018,10841,Rolls-Royce,Pre-Owned,,0%,141,,Active
2008 Mercedes-Benz S63 AMG S 63 AMG,16999.0,2008,102594,Mercedes-Benz,Pre-Owned,,0%,0,,Active
2019 Nissan Altima 2.5 SL,12246.0,2019,101090,Nissan,Pre-Owned,,0%,0,,Active
2021 Dodge Charger AWD 3.6L V6 Police - Havis Console and Partition,19995.0,2021,37238,Dodge,Pre-Owned,,100%,123,,Active
2016 BMW 750i 750i,16099.0,2016,102669,BMW,Pre-Owned,,0%,0,,Active
2014 Acura RLX Base,11999.0,2014,149572,Acura,Pre-Owned,,0%,0,,Active
2020 BMW 330i xDrive 330i xDrive,25625.0,2020,24256,BMW,Pre-Owned,,0%,0,,Active
2018 Mercedes-Benz Mercedes-AMG S-Class S 63 AMG Sedan 4D,49985.0,2018,70351,Mercedes-Benz,Pre-Owned,,99.8%,1400,,Active
2014 Nissan Versa S,6495.0,2014,70850,Nissan,Pre-Owned,,0%,0,,Active
2019 Dodge Charger AWD 5.7L V8 HEMI Police,11795.0,2019,126175,Dodge,Pre-Owned,,100%,123,,Active
"2025 Lexus IS F SPORT w/ NAV BIG DISPLAY, POWER MOONROOF, PANORA",50900.0,2025,8193,Lexus,Pre-Owned,,99.6%,970,,Active
"2016 Mercedes-Benz Mercedes-Maybach S 600 -AMG V12 Power, Extended Wheelbase,",75900.0,2016,22373,Mercedes-Benz,Pre-Owned,,100%,313,,Active
1992 Jaguar XJ6 Rare manual transmission Registered with ASI,9850.0,1992,133844,Jaguar,Pre-Owned,,100%,575,,Active
2020 Hyundai Sonata SEL,13996.0,2020,86801,Hyundai,Pre-Owned,,0%,0,,Active
2019 INFINITI Q50 3.0t LUXE,14995.0,2019,37470,Infiniti,Pre-Owned,,0%,0,,Active
2021 Volkswagen Jetta S 6spd MANUAL EPA 41MPG Hwy,17991.0,2021,31325,Volkswagen,Pre-Owned,,100%,2000,,Active
2016 Honda Civic EX,15900.0,2016,136314,Honda,Pre-Owned,,0%,0,,Active
2013 Honda Civic Si,11399.0,2013,142670,Honda,Pre-Owned,,0%,0,,Active
2024 Kia Forte LXS,17500.0,2024,23765,Kia,Pre-Owned,,100%,649,,Active
2012 Cruze LT 4DR SEDAN,5995.0,2012,90224,Chevrolet,Pre-Owned,,100%,1600,,Active
1934 Chevrolet Sedan,41000.0,1934,36372,Chevrolet,Pre-Owned,,98.8%,629,,Active
1978 Mercedes-Benz 280CE,12900.0,1978,93087,Mercedes-Benz,Pre-Owned,,97.6%,229,,Active
2023 Toyota Camry LE,22979.0,2023,35084,Toyota,Pre-Owned,,91.7%,225,,Active
2024 Honda Accord Sport-L,27210.0,2024,40891,Honda,Pre-Owned,,100%,649,,Active
2021 Mercedes-Benz C43 AMG C 43 AMG,27995.0,2021,73282,Mercedes-Benz,Pre-Owned,,0%,0,,Active
2012 INFINITI G25 G25x,6495.0,2012,138198,Infiniti,Pre-Owned,,0%,0,,Active
2018 Mercedes-Benz C300 C 300,9990.0,2018,126741,Mercedes-Benz,Pre-Owned,,0%,0,,Active
2017 Aston Martin Rapide Sedan 4D,75999.0,2017,29604,ASTON MARTIN,Pre-Owned,,99.8%,1400,,Active
2018 Dodge Charger AWD 5.7L V8 HEMI Police,19995.0,2018,35675,Dodge,Pre-Owned,,100%,123,,Active
2023 Toyota Camry SE,20124.0,2023,61253,Toyota,Pre-Owned,,0%,0,,Active
2020 Hyundai Elantra Value Edition,16999.0,2020,49974,Hyundai,Pre-Owned,,0%,0,,Active
2018 Honda Civic EX,14999.0,2018,99860,Honda,Pre-Owned,,0%,0,,Active
2006 Maserati Quattroporte Base,20000.0,2006,6520,Maserati,Pre-Owned,,0%,0,,Active
1975 Mercedes-Benz 300-Series Sedan,10000.0,1975,137932,Mercedes-Benz,Pre-Owned,,0%,32,,Active
2020 Honda Accord Sport,22994.0,2020,18853,Honda,Pre-Owned,,0%,0,,Active
2021 Subaru WRX Limited Sedan 4D,23995.0,2021,42462,Subaru,Pre-Owned,,100%,1600,,Active
1994 Chevrolet Caprice SS,36488.0,1994,11716,Chevrolet,Pre-Owned,,100%,18,,Active
2012 Verano Leather Group 4DR SEDAN,7495.0,2012,99092,Buick,Pre-Owned,,100%,1600,,Active
2020 Dodge Charger SXT,15995.0,2020,79323,Dodge,Pre-Owned,,0%,0,,Active
2018 Mercedes-Benz S-Class S 560 4MATIC Sedan 4D,39995.0,2018,60591,Mercedes-Benz,Pre-Owned,,0%,398,,Active
2017 BMW 530i xDrive 530i xDrive,14588.0,2017,75183,BMW,Pre-Owned,,0%,0,,Active
2013 Accord EX-L 4DR SEDAN,9995.0,2013,167642,Honda,Pre-Owned,,100%,1600,,Active
2018 FORD Fusion SE,9999.0,2018,70715,Ford,Pre-Owned,,100%,915,,Active
2022 Toyota Camry SE,15995.0,2022,71336,Toyota,Pre-Owned,,0%,0,,Active
2023 Lucid Air Touring Sedan 4D,51999.0,2023,14222,,Pre-Owned,,99.8%,1400,,Active
2019 BMW M550i xDrive M550i xDrive,30785.0,2019,51686,BMW,Pre-Owned,,0%,0,,Active
2011 Ford Focus SEL,6499.0,2011,75355,Ford,Pre-Owned,,0%,0,,Active
2019 Mercedes-Benz E300 E 300,15995.0,2019,81620,Mercedes-Benz,Pre-Owned,,0%,0,,Active
2026 Hyundai Elantra SEL Sport,25135.0,2026,2,Hyundai,Brand New,,97.4%,304,,Active
2018 Kia Optima LX,8999.0,2018,115192,Kia,Pre-Owned,,0%,0,,Active
1995 Cadillac DeVille,14000.0,1995,73251,Cadillac,Pre-Owned,,0%,32,,Active
2012 Honda Civic LX,7999.0,2012,145787,Honda,Pre-Owned,,0%,0,,Active
2016 Mercedes-Benz C300 C 300,13499.0,2016,62724,Mercedes-Benz,Pre-Owned,,0%,0,,Active
2016 Volkswagen CC 2.0T R-Line,7900.0,2016,110822,Volkswagen,Pre-Owned,,0%,0,,Active
2021 Hyundai Sonata SEL,23999.0,2021,40116,Hyundai,Pre-Owned,,0%,0,,Active
2022 Dodge Charger SXT,17999.0,2022,81525,Dodge,Pre-Owned,,0%,0,,Active
2014 Mercedes-Benz S550 S 550,19499.0,2014,94019,Mercedes-Benz,Pre-Owned,,0%,0,,Active
2016 Nissan Maxima Platinum,9999.0,2016,126705,Nissan,Pre-Owned,,0%,0,,Active
2014 Honda Civic EX-L,6999.0,2014,172443,Honda,Pre-Owned,,0%,0,,Active
2015 Nissan Altima 2.5 SL,8250.0,2015,84034,Nissan,Pre-Owned,,0%,0,,Active
2016 Dodge Charger R/T Sedan 4D,13499.0,2016,104887,Dodge,Pre-Owned,,96.3%,50,,Active
2014 Honda Civic EX,7999.0,2014,139826,Honda,Pre-Owned,,0%,0,,Active
2025 Toyota Camry LE,23879.0,2025,34729,Toyota,Pre-Owned,,0%,0,,Active
2011 Mercedes-Benz C300 C 300,8219.0,2011,86766,Mercedes-Benz,Pre-Owned,,0%,0,,Active
2011 Mercedes-Benz C300 C 300 Sport,6495.0,2011,96327,Mercedes-Benz,Pre-Owned,,0%,0,,Active
1990 Rolls-Royce Silver Spirit/Spur/Dawn,53000.0,1990,51399,Rolls-Royce,Pre-Owned,,98.8%,629,,Active
2024 Toyota Camry SE 4dr Sedan,23999.0,2024,24710,Toyota,Pre-Owned,,100%,1200,,Active
1956 Chrysler Imperial,32995.0,1956,42678,Chrysler,Pre-Owned,,97.3%,591,,Active
2017 Subaru WRX,17995.0,2017,72007,Subaru,Pre-Owned,,100%,708,,Active
1989 Cadillac Fleetwood Brougham,7000.0,1989,87922,Cadillac,Pre-Owned,,0%,32,,Active
2003 Toyota Camry LE 4dr Sedan,6900.0,2003,164635,Toyota,Pre-Owned,,99.3%,961,,Active
1940 Ford Tudor Sedan Streetrod,39995.0,1940,8748,Ford,Pre-Owned,,97.3%,591,,Active
2022 Kia K5 LXS,19501.0,2022,41155,Kia,Pre-Owned,,0%,0,,Active
2018 Maserati Ghibli S GranSport 4dr Sedan,24999.0,2018,72876,Maserati,Pre-Owned,,100%,1200,,Active
2022 Dodge Charger SRT Hellcat Widebody SMOKE SHOW / 23T PKG / HARMAN/KARDON /,72995.0,2022,12322,Dodge,Pre-Owned,,100%,517,,Active
2015 Audi A4 Quattro PremiumPlus,6995.0,2015,150879,Audi,Pre-Owned,,0%,0,,Active
1955 Chevrolet Bel Air/150/210,44000.0,1955,54353,Chevrolet,Pre-Owned,,98.8%,629,,Active
2010 Cadillac CTS 1-OWNER 126K PREMIUM 3.0L V6 RWD WHITE DIAMOND TRICOAT PEARL,8890.0,2010,126635,Cadillac,Pre-Owned,,100%,2400,,Active
2012 Cadillac CTS 3.6L Performance AWD 66K Heated Leather Pano GPS,16995.0,2012,66125,Cadillac,Pre-Owned,,100%,1000,,Active
2007 Honda Accord EX-L,5299.0,2007,162836,Honda,Pre-Owned,,0%,0,,Active
1951 Chevrolet Stylemaster,27000.0,1951,96986,Chevrolet,Pre-Owned,,98.8%,629,,Active
2012 Toyota Camry XLE,10900.0,2012,141614,Toyota,Pre-Owned,,0%,0,,Active
2022 Dodge Charger GT Sedan 4D,23495.0,2022,50576,Dodge,Pre-Owned,,100%,1600,,Active
New Listing2014 Ford Taurus Police AWD,7995.0,2014,92892,Ford,Pre-Owned,,100%,123,,Active
2012 Toyota Camry SE,7495.0,2012,170378,Toyota,Pre-Owned,,0%,0,,Active
2022 Toyota Camry LE,22900.0,2022,60269,Toyota,Pre-Owned,,0%,0,,Active
1990 Rolls-Royce Silver Spur And Spirit II,32000.0,1990,45183,Rolls-Royce,Pre-Owned,,98.8%,629,,Active
2016 Mazda 6 i Touring,10999.0,2016,132711,Mazda,Pre-Owned,,0%,0,,Active
1962 Mercury Comet 2 Door Sedan,11500.0,1962,76943,Mercury,Pre-Owned,,0%,32,,Active
New Listing2015 Ford Taurus Police AWD,7795.0,2015,96472,Ford,Pre-Owned,,100%,123,,Active
2023 Kia Forte GT-Line,16711.0,2023,32170,Kia,Pre-Owned,,0%,0,,Active
2007 Audi S6 Sedan,11500.0,2007,129065,Audi,Pre-Owned,,0%,32,,Active
2023 Toyota Camry XSE,23995.0,2023,101485,Toyota,Pre-Owned,,0%,0,,Active
2019 Honda Civic LX,21995.0,2019,104657,Honda,Pre-Owned,,0%,0,,Active
2014 Nissan Maxima SV,9495.0,2014,169136,Nissan,Pre-Owned,,0%,0,,Active
2023 Dodge Charger GT,20995.0,2023,42394,Dodge,Pre-Owned,,0%,0,,Active
2018 Ford Fusion S HYBRID,15495.0,2018,37896,Ford,Pre-Owned,,0%,0,,Active
2012 Hyundai Genesis 3.7999999999999998,7995.0,2012,102495,Hyundai,Pre-Owned,,0%,0,,Active
2011 CHEVROLET Malibu LS,6500.0,2011,88787,Chevrolet,Pre-Owned,,100%,915,,Active
"1979 Ford Durango 1979 FORD DURANGO/91,000 ORIGINAL MILES",13000.0,1979,93140,Ford,Pre-Owned,,100%,575,,Active
2016 Nissan Altima 2.5 SR,7895.0,2016,142036,Nissan,Pre-Owned,,0%,0,,Active
2016 Mercedes-Benz C300 C 300,11999.0,2016,123922,Mercedes-Benz,Pre-Owned,,0%,0,,Active
2012 Lexus ES350 350,6350.0,2012,206901,Lexus,Pre-Owned,,0%,0,,Active
2022 Model 3 2022 Performance AWD FSD3 AUTOPILOT PANO HEATSEAT,21995.0,2022,91129,Tesla,Pre-Owned,,100%,473,,Active
1952 Bentley R-Type,49990.0,1952,55859,Bentley,Pre-Owned,,0%,266,,Active
1959 Chevrolet Impala Hardtop sedan,64995.0,1959,74999,Chevrolet,Pre-Owned,,97.3%,591,,Active
2015 Audi A3 1.8T Premium,7900.0,2015,137907,Audi,Pre-Owned,,0%,0,,Active
1957 Dodge Coronet Lancer 2 Door Sedan,27500.0,1957,87355,Dodge,Pre-Owned,,0%,32,,Active
2017 Chevrolet Sonic LT,9995.0,2017,89419,Chevrolet,Pre-Owned,,0%,0,,Active
2014 Cruze 1LT Auto 4DR SEDAN,6995.0,2014,111762,Chevrolet,Pre-Owned,,100%,1600,,Active
2018 Tesla Model S 75D Sedan 4D,23499.0,2018,33810,Tesla,Pre-Owned,,96.3%,50,,Active
2025 Hyundai Sonata SEL,20938.0,2025,13120,Hyundai,Pre-Owned,,0%,0,,Active
2023 Hyundai Sonata Limited Sedan 4D,24433.0,2023,24496,Hyundai,Pre-Owned,,0%,398,,Active
2014 Chevrolet Impala LT,7995.0,2014,89831,Chevrolet,Pre-Owned,,0%,0,,Active
1956 Ford Crown Victoria,28000.0,1956,27121,Ford,Pre-Owned,,98.8%,629,,Active
2016 Toyota Camry SE,11999.0,2016,122855,Toyota,Pre-Owned,,0%,0,,Active
2019 Nissan Sentra SR 4dr Sedan,10999.0,2019,107249,Nissan,Pre-Owned,,0%,0,,Active
2017 Elantra SE 4DR SEDAN,7995.0,2017,127615,Hyundai,Pre-Owned,,100%,1600,,Active
2019 Dodge Charger SXT,17999.0,2019,49724,Dodge,Pre-Owned,,0%,0,,Active
2014 Toyota Corolla S,8990.0,2014,149265,Toyota,Pre-Owned,,0%,0,,Active
2012 Honda Accord LX,6995.0,2012,121801,Honda,Pre-Owned,,0%,0,,Active
2020 Hyundai Elantra SE,9999.0,2020,117455,Hyundai,Pre-Owned,,0%,0,,Active
New Listing2025 Mercedes-Benz C300 C 300,53685.0,2025,4148,Mercedes-Benz,Pre-Owned,,0%,0,,Active
New Listing2025 Mercedes-Benz C300 C 300,53760.0,2025,7,Mercedes-Benz,Pre-Owned,,0%,0,,Active
2013 Chevrolet Cruze LS Sedan 4D,5000.0,2013,181126,Chevrolet,Pre-Owned,,100%,771,,Active
1999 Mercedes-Benz E-Class E 300TD Turbodiesel 4dr Sedan,12950.0,1999,135016,Mercedes-Benz,Pre-Owned,,0%,5000,,Active
2013 Acura TL Base,6999.0,2013,105840,Acura,Pre-Owned,,0%,0,,Active
2019 Kia Optima LX,6999.0,2019,113414,Kia,Pre-Owned,,0%,0,,Active
2019 Hyundai Elantra SE,14795.0,2019,48451,Hyundai,Pre-Owned,,0%,0,,Active
